speaker	vowel	file	moment	birthyear	sex	timepoint	word	prevcons	folcons	style	duration	timeA	F1A	F2A	F3A	timeB	F1B	F2B	F3B	timeC	F1C	F2C	F3C
025	i:	025-F-BHC2	BHC2	1958	male	1933.39612	tiid	t	t	spon	191.8399825	47.95999563	289.5602601	2133.179633	2704.335067	95.91999126	246.6488533	2183.876926	2570.265536	143.8799869	287.6465177	2182.034333	2675.950157
025	i:	025-F-BHC2	BHC2	1958	male	2025.082835	tiid	t	t	spon	124.4683136	31.11707841	408.7627321	1653.437046	2267.559969	62.23415682	359.5061375	1705.883205	2154.486192	93.35123523	301.2693775	1777.499308	2166.78751
026	i:	026-F-BHC1	BHC1	1913	male	2006.596085	fiif	f	v	spon	156.3661108	39.09152769	335.8001967	2023.656731	2535.769651	78.18305539	353.384468	2016.059628	2473.437758	117.2745831	364.9507002	1899.6369	2224.519049
026	i:	026-F-BHC1	BHC1	1913	male	236.8550799	!fiif	f	f	read	266.3275384	66.58188461	386.0666981	2139.484885	2500.518588	133.1637692	343.7802142	2249.44249	2602.280152	199.7456538	324.6526499	2259.619682	2578.673344
026	i:	026-F-BHC1	BHC1	1913	male	270.6597674	tiid	t	t	read	231.6117703	57.90294258	360.4649392	2052.189645	2517.436812	115.8058852	358.0981364	2108.046924	2515.465737	173.7088277	348.6522037	2183.042157	2569.85989
026	i:	026-F-BHC1	BHC1	1913	male	494.4598162	wiid	v	t	read	187.460572	46.86514299	347.2414196	2192.179798	2476.88684	93.73028599	325.5942603	2189.632867	2455.010299	140.595429	319.8994922	2308.652032	2594.455364
026	i:	026-F-BHC1	BHC1	1913	male	1164.59878	bliid	l	d	spon	117.1211363	29.28028407	440.7755536	2002.308882	2363.216349	58.56056814	439.8525963	2017.266635	2413.231481	87.84085222	446.4192496	1963.330708	2445.741016
026	i:	026-F-BHC1	BHC1	1913	male	1472.961993	fiif	f	v	spon	158.7484737	39.68711844	373.7146659	2030.882843	2458.805326	79.37423687	352.4196541	2098.989338	2486.636912	119.0613553	343.7683255	2118.149802	2581.015347
026	i:	026-F-BHC1	BHC1	1913	male	1614.880391	fiif	f	f	spon	239.426022	59.8565055	429.3899316	2083.861173	2536.646276	119.713011	350.8106431	2177.9545	2572.199078	179.5695165	321.7626859	2226.738944	2659.210783
026	i:	026-F-BHC1	BHC1	1913	male	1616.041116	wiis	v	s	spon	180.5514327	45.13785817	436.0831323	2033.736032	2408.484674	90.27571635	353.5243517	2145.889896	2511.000149	135.4135745	354.62547	2252.636373	2596.969574
026	i:	026-F-BHC1	BHC1	1913	male	1920.378737	fiif	f	v	spon	211.4971029	52.87427573	409.4777577	1951.747155	2294.341669	105.7485515	402.9830904	2095.043638	2369.444545	158.6228272	395.1772687	2153.432394	2310.138444
026	i:	026-F-BHC1	BHC1	1913	male	1950.063955	iis	Ø	z	spon	212.5154434	53.12886086	389.1053521	2073.75108	2645.61568	106.2577217	362.8052543	2231.092103	2696.898526	159.3865826	384.6440996	2327.153281	2676.021984
026	i:	026-F-BHC1	BHC1	1913	male	1994.840863	fiif	f	v	spon	171.6079005	42.90197512	411.3499968	2121.678705	2655.249008	85.80395024	358.6832941	2161.054391	2811.768752	128.7059254	367.5006651	2150.007999	2601.238918
026	i:	026-F-BHC1	BHC1	1913	male	2353.063891	tiid	t	d	spon	175.1810103	43.79525256	434.4224453	2029.442418	2553.681867	87.59050513	387.8048191	2051.826857	2481.563103	131.3857577	349.9195583	2022.131273	2517.307721
026	i:	026-F-BHC1	BHC1	1913	male	2707.631623	tiid	t	t	spon	173.9580156	43.4895039	387.4421334	2108.062577	2586.93691	86.97900781	363.4622161	2071.207859	2597.7342	130.4685117	369.2366511	2133.350292	2679.712843
029	i:	029-F-BHC1	BHC1	1901	male	157.3736398	wiif	v	f	read	330.3235703	82.58089258	407.532545	2182.208783	2841.98775	165.1617852	348.627046	2225.131384	3162.068594	247.7426777	398.9388925	2277.170311	3136.794137
029	i:	029-F-BHC1	BHC1	1901	male	160.5157763	siik	s	k	read	321.4442383	80.36105956	408.1660366	2133.769952	2955.26731	160.7221191	397.6093634	2156.416983	2942.262614	241.0831787	413.0524445	2297.433598	3078.744449
029	i:	029-F-BHC1	BHC1	1901	male	232.9649728	tiid	t	t	read	213.3537354	53.33843386	403.6159004	2097.726104	3001.258805	106.6768677	408.1709945	2144.838012	3215.450035	160.0153016	327.7555185	2178.412957	2969.336382
