speaker	vowel	file	moment	birthyear	sex	timepoint	word	prevcons	folcons	read/spon	duration	timeA	F1A	F2A	F3A	timeB	F1B	F2B	F3B	timeC	F1C	F2C	F3C					
037	i:	037-F-BHC1	BHC1	1962	female	2510.309523	tiid	t	t	spontaneous	99.20837774	24.80209444	286.3520931	2284.349605	2732.324911	49.60418887	273.0772678	2166.374427	2816.459835	74.40628331	273.2820318	2307.493906	2549.112814					
046	i:	046-F-BHC1	BHC1	1936	female	129.5365822	tiid	t	t	read	194.1291068	48.53227669	418.8886664	2446.505267	2965.818676	97.06455339	380.211281	2521.12661	2969.363998	145.5968301	354.9556403	1869.439601	2736.817484					
046	i:	046-F-BHC1	BHC1	1936	female	834.9810115	tiid	t	t	spontaneous	128.21554	32.053885	365.9519639	2207.848647	2889.542945	64.10777	353.7795707	2207.012728	2838.824987	96.161655	354.6020215	2204.888468	2825.820641					
046	i:	046-F-BHC1	BHC1	1936	female	1579.464124	tiid	t	t	spontaneous	186.9181315	46.72953288	379.058289	2298.062002	2707.00479	93.45906576	409.289297	2373.164641	2563.57211	140.1885986	417.1654314	2385.439149	3191.044389					
046	i:	046-F-BHC1	BHC1	1936	female	93.32240301	wiif	v	f	read	230.0536096	57.51340239	417.9903587	2342.837027	2896.231576	115.0268048	389.0068268	2510.321439	3087.859363	172.5402072	344.5502251	2505.781226	3040.782869					
046	i:	046-F-BHC1	BHC1	1936	female	95.24647396	siik	s	k	read	224.8793471	56.21983678	405.1977831	2307.705115	3051.525968	112.4396736	270.7178497	2301.433067	2898.802759	168.6595103	399.6542725	2586.098909	2946.881957					
046	i:	046-F-BHC1	BHC1	1936	female	207.2908996	wiid	v	t	read	167.2557388	41.81393469	320.9972199	2491.174511	3013.449431	83.62786939	343.0312318	2575.480851	3047.916345	125.4418041	407.605468	2554.110152	3016.057413					
046	i:	046-F-BHC1	BHC1	1936	female	1231.039884	fiif	f	f	spontaneous	179.5059929	44.87649822	387.5822387	2272.840114	2803.150188	89.75299644	385.3903501	2326.672584	2778.579887	134.6294947	371.7784736	2510.89769	2648.427774					
046	i:	046-F-BHC1	BHC1	1936	female	1499.528487	fiif	f	v	spontaneous	164.9775112	41.24437781	400.3428815	2246.642305	2771.478945	82.48875562	379.5393142	2390.151026	2841.189469	123.7331334	376.152846	2427.746635	2957.060316					
046	i:	046-F-BHC1	BHC1	1936	female	1547.23553	fiif	f	v	spontaneous	174.6093923	43.65234808	436.9180217	2174.935799	2617.716841	87.30469617	449.4880519	2247.167211	2678.935003	130.9570443	446.5862491	2129.227914	2632.483618					
046	i:	046-F-BHC1	BHC1	1936	female	1990.151709	tiisdei	t	z	spontaneous	180.3939843	45.09849607	392.9878369	2329.827422	2798.582114	90.19699215	367.131006	2326.396837	2798.169687	135.2954882	365.6499021	2297.682253	2800.749209					
046	i:	046-F-BHC1	BHC1	1936	female	2298.49125	tiid	t	t	spontaneous	149.8761686	37.46904216	405.4841266	2271.658491	2744.935612	74.93808432	376.5457116	2316.832361	2694.996919	112.4071265	374.6240513	2270.326581	2639.018485					
046	i:	046-F-BHC1	BHC1	1936	female	2459.813922	siik	s	k	spontaneous	140.804636	35.201159	390.5280331	2262.274919	2870.264162	70.40231799	384.8594757	2363.808524	2803.491292	105.603477	377.1336728	2429.297321	2901.790104					
047	i:	047-F-BHC1	BHC1	1961	female	96.36549426	wiif	v	f	read	219.1656174	54.79140435	409.9282866	2257.411799	2844.15688	109.5828087	459.8150191	2435.79252	2986.257114	164.3742131	349.033981	2339.507166	2880.968749					
047	i:	047-F-BHC1	BHC1	1961	female	121.5359921	tiid	t	t	read	219.6305583	54.90763958	403.3593616	2263.945196	2842.408375	109.8152792	373.9819765	2332.132119	2701.947088	164.7229187	380.577953	2359.516671	2853.615948					
047	i:	047-F-BHC1	BHC1	1961	female	197.661447	wiid	v	t	read	120.9036435	30.22591086	402.4637928	2324.257835	2814.716657	60.45182173	423.6240203	2321.855601	2813.787114	90.67773259	447.7556047	2307.012666	2883.091638					
047	i:	047-F-BHC1	BHC1	1961	female	777.2429361	tiid	t	t	spontaneous	204.1809292	51.04523229	419.8310416	2110.394022	2743.381487	102.0904646	441.847832	2101.540028	2735.505505	153.1356969	465.3687923	2170.206424	2819.05875					
047	i:	047-F-BHC1	BHC1	1961	female	1175.679507	siik	s	k	spontaneous	236.5465333	59.13663333	417.1244703	2115.917659	2867.352664	118.2732667	395.4197364	2171.004441	2820.5704	177.4099	418.4003124	2197.380942	2691.955874					
047	i:	047-F-BHC1	BHC1	1961	female	1287.524278	siik	s	k	spontaneous	162.3834442	40.59586105	408.4412393	2204.810015	2822.478214	81.1917221	439.3669245	2222.36812	2836.946307	121.7875832	450.6437965	2227.644978	2924.858853					
047	i:	047-F-BHC1	BHC1	1961	female	1309.433048	tiid	t	t	spontaneous	112.3845135	28.09612837	451.7445022	2098.267904	2656.188246	56.19225675	447.7182832	2197.36664	2667.077067	84.28838512	454.1064736	2082.803356	2595.282426					
047	i:	047-F-BHC1	BHC1	1961	female	1416.501434	tiid	t	d	spontaneous	146.0948495	36.52371237	382.4213326	2217.453207	2748.57319	73.04742473	372.2181321	2335.120385	2673.688151	109.5711371	371.2063681	2155.369286	2816.3328					
047	i:	047-F-BHC1	BHC1	1961	female	1521.438228	bliid	l	t	spontaneous	253.4222583	63.35556458	454.9393434	2217.555805	2969.988055	126.7111292	469.9278246	2348.125998	2932.354364	190.0666937	469.9110223	2340.763596	2961.933397					
047	i:	047-F-BHC1	BHC1	1961	female	1616.432364	siik	s	k	spontaneous	204.6500866	51.16252165	399.6144532	2139.667471	2764.67985	102.3250433	353.7036901	2071.170283	2910.12603	153.4875649	359.5377146	2145.907016	2801.596292					
047	i:	047-F-BHC1	BHC1	1961	female	1756.898981	siik	s	k	spontaneous	198.4814257	49.62035642	376.5225591	2108.584634	2899.347539	99.24071284	376.9490982	2125.467298	2902.098206	148.8610693	437.7622298	2205.516947	2772.034625					
049	i:	049-F-BHC1	BHC1	1946	female	96.71306234	siik	s	k	read	260.094147	65.02353674	387.1518135	2434.55916	3227.039987	130.0470735	337.2362154	2511.550713	2826.290341	195.0706102	338.6458723	2609.919237	2717.723142					
049	i:	049-F-BHC1	BHC1	1946	female	94.4749737	wiif	v	f	read	313.2403255	78.31008136	320.4427107	2485.067883	2957.497826	156.6201627	285.1340814	2634.500197	3006.74588	234.9302441	309.3816922	2682.702949	3440.114422					
049	i:	049-F-BHC1	BHC1	1946	female	121.6510072	tiid	t	t	read	204.0208048	51.00520121	380.1183257	2365.475324	2866.948638	102.0104024	346.1483406	2367.215054	2804.030767	153.0156036	322.3669883	2408.906468	2779.158779					
049	i:	049-F-BHC1	BHC1	1946	female	204.2789499	wiid	v	t	read	175.9109574	43.97773936	353.5793288	2548.438437	3046.624577	87.95547872	268.4853559	2554.057171	3171.645419	131.9332181	281.8093922	2657.242761	3202.16501					
049	i:	049-F-BHC1	BHC1	1946	female	806.1214182	wiis	v	s	spontaneous	159.6449421	39.91123552	350.8578804	2456.933041	2933.828401	79.82247104	307.083202	2443.83387	2927.47323	119.7337066	275.8404863	2564.922482	2819.116721					
049	i:	049-F-BHC1	BHC1	1946	female	831.767791	wiis	v	s	spontaneous	212.6238798	53.15596996	330.1082348	2479.535612	2871.645754	106.3119399	358.7442798	2490.300239	2843.904023	159.4679099	316.1519251	2510.741558	2826.873523					
049	i:	049-F-BHC1	BHC1	1946	female	1138.300811	fiif	f	v	spontaneous	115.837526	28.9593815	356.7632072	2446.089831	3426.079476	57.91876299	364.0517387	2511.294759	3439.013906	86.87814449	370.0194558	2467.323333	2666.990097					
049	i:	049-F-BHC1	BHC1	1946	female	1793.558997	siik	s	k	spontaneous	191.3035042	47.82587605	304.3104769	2322.146776	2987.799926	95.65175211	300.9470399	2450.326073	3066.585645	143.4776282	305.6306664	2546.288474	2743.313826					
049	i:	049-F-BHC1	BHC1	1946	female	1910.383053	fiif	f	v	spontaneous	181.554174	45.38854349	403.9597332	2390.927866	2747.564929	90.77708698	387.3372238	2464.462123	2819.107458	136.1656305	360.9385605	2584.380836	2708.713602					
049	i:	049-F-BHC1	BHC1	1946	female	1974.72137	tsiispakhuzen	s	s	spontaneous	194.2943175	48.57357938	358.278743	2548.03962	3079.02143	97.14715877	359.127784	2763.61266	2888.796752	145.7207381	358.7306824	2502.859995	3097.895376					
